순번,시도본부,119안전센터명,주소,전화번호,FAX,위도,경도
860,전라남도,광양119안전센터,전라남도 광양시 광양읍 서변천로 175,061-798-0925,061-798-0929,,
861,전라남도,광영119안전센터,전라남도 광양시 금영로 87(광영동),061-798-0930,061-798-0934,34.9587725708878,127.720300192366
862,전라남도,담양119안전센터,전라남도 담양군 담양읍 추성로 1232,061-380-0890,061-380-0895,35.3181126239202,126.973080867581
863,전라남도,고서119안전센터,전라남도 고서면 창평헌로 398,061-380-0935,061-380-0939,,
864,전라남도,곡성119안전센터,전라남도 곡성군 곡성읍 학교로 7,061-357-0890,061-357-0919,35.2772287103047,127.289428131323
865,전라남도,옥과119안전센터,전라남도 곡성군 옥과면 리문6길 29,061-357-0926,061-357-0929,35.2744919327175,127.137462893287
866,전라남도,구례119안전센터,전라남도 구례군 구례읍 양정4길 37,061-749-0890,061-749-0910,35.2024328106882,127.47009995865
867,전라남도,고흥119안전센터,전라남도 고흥군 풍양면 고흥로 1330,061-840-0890,061-840-0910,34.5815688335529,127.256037383808
868,전라남도,도양119안전센터,전라남도 고흥군 도양읍 녹동신항5길 4,061-840-0925,061-840-0929,34.5259263650424,127.141213459832
869,전라남도,과역119안전센터,전라남도 고흥군 과역면 과역로 974,061-840-0930,061-840-0934,34.6835520443726,127.371870215444
870,전라남도,나로119안전센터,전라남도 고흥군 봉래면 나로도항길 13,061-840-0970,061-840-0934,34.4632878043121,127.458814917814
871,전라남도,벌교119안전센터,전라남도 보성군 벌교읍 녹색로 5247,061-859-0890,061-859-0910,34.8384643541383,127.315489229024
872,전라남도,보성119안전센터,전라남도 보성군 보성읍 송재로 235,061-859-0925,061-859-0929,34.7756486952196,127.084064256749
873,전라남도,홍교119안전센터,전라남도 보성군 벌교읍 홍암로 116-4,061-859-0930,061-859-0934,34.8466716808287,127.354388046707
874,전라남도,화순119안전센터,전라남도 화순군 화순읍 학포로 2750,061-379-0890,061-379-0910,35.0507032795544,126.971440009758
875,전라남도,능주119안전센터,전라남도 화순군 능주면 지석로 1428,061-379-0925,061-379-0929,34.9960167262376,126.949962536541
876,전라남도,동복119안전센터,전라남도 화순군 동복면 천변길 7,061-379-0930,061-379-0933,35.070043456561,127.127384685111
877,전라남도,장흥119안전센터,전라남도 장흥군 장흥읍 북부로 138,061-850-0890,061-850-0910,34.6890789889294,126.915634298616
878,전라남도,정남진119안전센터,전라남도 장흥군 관산읍 관산우회로 103,061-850-0925,061-850-0929,34.5649748672377,126.935396692341
879,전라남도,강진119안전센터,전라남도 강진군 군동면 중앙로 223,061-430-0890,061-430-0910,34.6432283266768,126.780926294304
880,전라남도,성전119안전센터,전라남도 강진군 성전면 강진산단로1길 23,061-430-0925,061-430-0929,34.6792995036817,126.737669600571
881,전라남도,해남119안전센터,전라남도 해남군 해남읍 교육청길 82,061-530-0890,061-530-0910,34.5662175640549,126.607853586651
882,전라남도,땅끝119안전센터,전라남도 해남군 송지면 미야길 237-3,061-530-0940,061-530-0944,34.3780835357562,126.522196523219
883,전라남도,삼호119안전센터,전라남도 영암군 삼호읍 나불로 192,061-460-0890,061-460-0910,34.7667229478592,126.43928848046
884,전라남도,영암119안전센터,전라남도 영암군 영암읍 월출로 46,061-460-0925,061-460-0929,34.798537878788,126.685984635191
885,전라남도,신북119안전센터,전라남도 영암군 신북면 아이랑로 52,061-460-0930,061-460-0934,,
886,전라남도,무안119안전센터,전라남도 무안군 무안읍 공항로 133,061-450-0890,061-450-0910,34.9946986767499,126.466312392965
887,전라남도,일로119안전센터,전라남도 무안군 일로읍 삼일로 493-1,061-450-0925,061-450-0929,34.8511585317487,126.490023175645
888,전라남도,해제119안전센터,전라남도 무안군 해제면 현해로 1621,061-450-0930,061-450-0934,35.1124150641237,126.301070837818
889,전라남도,남악119안전센터,전라남도 무안군 삼향읍 남악5로72번길81-18,061-450-0935,061-450-0939,34.8115166660619,126.482507388054
890,전라남도,청계119안전센터,전라남도 무안군 청계면 백려동2길 14-13,061-450-0970,061-450-0939,,
891,전라남도,함평119안전센터,전라남도 함평군 대동면 학동로 386,061-338-0890,061-338-0910,35.0605467263773,126.538974228856
892,전라남도,나산119안전센터,전라남도 함평군 나산면 함장로 2786,061-338-0925,061-338-0929,35.1454302695949,126.604528231618
893,전라남도,영광119안전센터,전라남도 영광군 영광읍 함영로 3508,061-350-0890,061-350-0921,35.2630143966526,126.509111093115
894,전라남도,홍농119안전센터,전라남도 영광군 홍농읍 홍농로 543,061-350-0925,061-350-0929,35.4023775171847,126.449015240576
895,전라남도,장성119안전센터,전라남도 장성군 장성읍 단풍로 204,061-360-0890,061-360-0910,35.320297144914,126.799637045711
896,전라남도,삼계119안전센터,전라남도 장성군 삼계면 영장로 1632,061-360-0925,061-360-0929,35.2550562724655,126.667263598785
897,전라남도,완도119안전센터,전라남도 완도군 농공단지길 7,061-470-0890,061-470-0910,34.338637082004,126.729608529461
898,전라남도,고금119안전센터,전라남도 완도군 고금면 고금동로 266,061-470-0925,061-470-0929,34.4028878706562,126.825313111885
899,전라남도,진도119안전센터,전라남도 진도군 진도읍 진도대로 6935,061-540-0890,061-540-0921,34.4723997091017,126.246699921598
900,전라남도,임회119안전센터,전라남도 진도군 임회면 십일시장길 34,061-540-0925,061-540-0929,34.4119853436113,126.192936940755
901,전라남도,신안119안전센터,전라남도 신안군 암태면 승봉로 17,061-241-0890,061-241-0921,34.8255054361455,126.111937561569
902,전라남도,지도119안전센터,전라남도 신안군 지도읍 해제지도로 1304,061-241-0925,061-241-0929,35.0588634011842,126.204914417315
903,경상북도,압량119안전센터,경상북도 경산시 압량읍 김유신로 12,053-813-1119,053-819-6269,35.8384638503274,128.769710248433
904,경상북도,자인119안전센터,경상북도 경산시 자인면 금학로 25-11,053-857-2119,053-851-0119,35.8214875406256,128.826186828424
905,경상북도,중산119안전센터,경상북도 경산시 펜타힐즈4로 1,053-817-1191,053-817-1192,35.8308663256105,128.719589575296
906,경상북도,중앙119안전센터,경상북도 경산시 장산로 143,053-813-0119,053-816-1885,35.8187285703387,128.74077341012
907,경상북도,진량119안전센터,경상북도 경산시 진량읍 공단2로 72,053-856-0119,053-856-3940,,
908,경상북도,하양119안전센터,경상북도 경산시 하양읍 대경로 793,053-852-0119,053-853-1196,35.9151376297434,128.825771901657
909,경상북도,감포119안전센터,경상북도 경주시 감포읍 동해안로 2153,054-778-0671,054-744-3119,35.799035042424,129.493801873297
910,경상북도,건천119안전센터,경상북도 경주시 건천읍 내서로 1065,054-778-0680,054-751-0119,35.8529548936357,129.100209060737
911,경상북도,동부119안전센터,경상북도 경주시 중앙로 59,054-778-0610,0547-745-2119,35.8451808692264,129.211467653835
912,경상북도,보문119안전센터,경상북도 경주시 경감로 587-8,054-778-0630,054-745-7119,35.834926825627,129.287086207621
913,경상북도,불국사119안전센터,경상북도 경주시 불국신택지4길 4,054-778-0620,054-771-3119,35.7838516067861,129.327479667396
914,경상북도,안강119안전센터,경상북도 경주시 안강읍 안강중앙로 146,054-778-0650,054-761-2119,35.9932489664402,129.215912045669
915,경상북도,외동119안전센터,경상북도 경주시 외동읍 입실로1길 78-15,054-778-0661,054-744-6119,35.71680083689,129.327293683107
916,경상북도,용황119안전센터,경상북도 경주시 공단로 25,054-778-0640,054-773-7119,35.8753010485925,129.217069555609
917,경상북도,황오119안전센터,경상북도 경주시 알천남로 276,054-778-0601,054-746-2119,35.8440856621929,129.228398398755
918,경상북도,다산119안전센터,경상북도 고령군 다산면 다산로 506,054-955-6119,054-950-8119,35.8152430704121,128.434972526967
919,경상북도,대가야119안전센터,경상북도 고령군 대가야읍 벽화길 18,054-954-0119,054-950-8109,35.7240226227442,128.268697701522
920,경상북도,고아119안전센터,경상북도 구미시 고아읍 선산대로 821,054-481-3119,054-440-0289,36.1996110306163,128.339436560136
921,경상북도,공단119안전센터,경상북도 구미소방서 수출대로112,054-461-3119,054-440-0209,,
922,경상북도,봉곡119안전센터,경상북도 구미시 봉곡동로 48,054-452-2119,054-453-2119,36.1546316933164,128.315391252882
923,경상북도,상림119안전센터,경상북도 구미시 상림로 45,054-465-9116,054-465-9133,36.0900146719196,128.360358338795
924,경상북도,선산119안전센터,경상북도 구미시 선산읍 선산대로 1400-13,054-482-0119,054-482-4695,36.2394246280629,128.305003300981
925,경상북도,송정119안전센터,경상북도 구미시 백산로 207,054-452-0119,054-457-4119,36.1142652285029,128.351052767573
926,경상북도,옥계119안전센터,경상북도 구미시 산동읍 산호대로41길 4 ,054-471-5119,054-471-1194,36.1389470933984,128.439410833036
927,경상북도,원평119안전센터,경상북도 구미시 산업로 174,054-454-6119,054-455-3119,36.1286747759188,128.340637303124
928,경상북도,인동119안전센터,경상북도 구미시 이계북로 147,054-471-0119,054-472-4119,36.1061039267216,128.41838118213
929,경상북도,해평119안전센터,경상북도 구미시 해평면 강동로 1663 ,054-474-4119,054-473-9078,36.1988933179385,128.391099400293
930,경상북도,다수119안전센터,경상북도 김천시 영남대로 1246,054-420-5921,054-436-2491,36.1274005536936,128.07286306873
931,경상북도,대광119안전센터,경상북도 김천시 공단로 152-36,054-420-5921,054-436-2492,36.1483546513498,128.138009094439
932,경상북도,아포119안전센터,경상북도 김천시 아포읍 아포공단길 45,054-420-5941,054-439-2498,36.1665543304616,128.25497221683
933,경상북도,양금119안전센터,경상북도 김천시 강변로 219,054-420-5901,054-436-2496,36.1067833702289,128.122637320471
934,경상북도,율곡119안전센터,경상북도 김천시 혁신7로 46,054-420-5951,054-437-2498,36.1256098910065,128.176223031825
935,경상북도,지례119안전센터,경북 김천시 지례면 장터길 115,054-420-5931,054-435-2498,35.9900641581425,128.030582413276
936,경상북도,가은119안전센터,경상북도 문경시 가은읍 가은로 126,054-559-1912,054-572-0118,36.6422224173453,128.062684532972
937,경상북도,모전119안전센터,경상북도 문경시 모전로 173,054-559-1962,054-555-0015,36.5963287614294,128.187984875447
938,경상북도,문경119안전센터,경상북도 문경시 문경읍 새재로 501,054-559-1922,054-572-0116,36.734819727557,128.102529719044
939,경상북도,점촌119안전센터,경상북도 문경시 중앙로 305,054-559-1905,054-559-1909,36.6100851919393,128.209543173171
940,경상북도,명호119안전센터,경상북도 봉화군 명호면 도천길 18-46,054-679-3520,054-674-1197,36.8582247757022,128.9017806103
941,경상북도,봉화119안전센터,경상북도 봉화군 봉화읍 내성천3길 152,054-679-3500,,36.8922168766872,128.715295985058
942,경상북도,춘양119안전센터,경상북도 봉화군 춘양면 소천로 22,054-679-3510,054-674-2119,36.9217777651533,128.920948618578
943,경상북도,만산119안전센터,경상북도 상주시 경상대로 3203-11,054-530-3800,054-533-2119,36.4335324527708,128.15150253162
944,경상북도,청리119안전센터,경상북도 상주시 청리면 마공공단로152,054-530-3820,054-531-3119,36.3185293440531,128.126084035105
945,경상북도,함창119안전센터,경상북도 상주시 함창읍 가야로46-1,054-530-3810,054-541-5119,36.5664732877647,128.178392974115
946,경상북도,화서119안전센터,경상북도 상주시 화서면 상현무동길5,054-530-3830,054-532-3839,36.4463518241312,127.948054117454
947,경상북도,가천119안전센터,경상북도 성주군 가천면 가천로 3,054-930-5633,054-931-8119,35.8811467598378,128.170524149944
948,경상북도,선남119안전센터,경상북도 성주군 선남면 도성3길 39-17,054-931-3370,054-931-5119,35.8823773018661,128.366731832857
949,경상북도,성주119안전센터,경상북도 성주군 성주읍 주산로 193,054-933-0119,054-933-5609,35.9340004822943,128.304816906294
950,경상북도,도산119안전센터,경상북도 안동시 도산면 퇴계로 2171,054-856-7119,054-856-7118,36.7103720318103,128.824552287829
951,경상북도,법흥119안전센터,경상북도 안동시 육사로 301,054-854-6119,054-854-5119,36.5610425854574,128.737283221629
952,경상북도,영양119안전센터,경북 영양군 영양읍 군민회관길 42-14,054-682-3119,054-683-3119,36.6595306168991,129.11647700759
953,경상북도,옥동119안전센터,경상북도 안동시 광명로85,054-853-6119,054-853-5119,36.5587275983537,128.694258986378
954,경상북도,용상119안전센터,경상북도 안동시 마들6길 27,054-821-1119,054-821-3384,36.5507967700038,128.761745143609
955,경상북도,입암119안전센터,경상북도 영양군 입암면 입암로 153,054-682-4119,,36.5981137982651,129.087205190532
956,경상북도,풍산119안전센터,경상북도 안동시 풍산읍 풍산태사로 1162,054-858-4119,,36.5803369328111,128.581904287983
957,경상북도,강구119안전센터,경상북도 영덕군 강구면 강산로 38,054-730-1610,054-730-1619,36.3513630061572,129.374730334306
958,경상북도,영덕119안전센터,경상북도 영덕군 영덕읍 경동로 8401,054-730-1600,054-730-1609,36.4167056350812,129.371005635834
959,경상북도,영해119안전센터,경상북도 영덕군 영해면 창수영해로 481,054-730-1620,054-730-1629,36.5423929461126,129.395744423015
960,경상북도,가흥119안전센터,경상북도 영주시 선비로 181,054-630-0441,054-630-0449,36.8207832045621,128.619011474167
961,경상북도,문수119안전센터,경상북도 영주시 문수면 적서로 448번길 17,054-630-0401,054-630-0409,36.7919759999712,128.633121885404
962,경상북도,풍기119안전센터,경상북도 영주시 풍기읍 기주로 159,054-630-0411,054-630-0419,36.873234041835,128.519081766731
963,경상북도,금호119안전센터,경상북도 영천시 금호읍 오계공단길 5,054-339-6913,054-334-7119,35.9137904542333,128.887565907491
964,경상북도,남부119안전센터,경상북도 영천시 한방로 176,054-339-6941,054-337-1117,35.9389341057518,128.947281768117
965,경상북도,동부119안전센터,경상북도 영천시 호국로 187,054-339-6901,054-336-1197,35.9776356060849,128.957861366269
966,경상북도,신녕119안전센터,경상북도 영천시 신녕면 어릿골길 11,054-339-6921,054-333-2119,36.0438880294344,128.778902776607
967,경상북도,도청119안전센터,경상북도 예천군 호명면 도청대로 19,054-653-5119,054-653-7119,36.5758435870986,128.467944691015
968,경상북도,예천119안전센터,경상북도 예천군 예천읍 양궁로 61-12,054-655-0119,054-650-3609,36.6481508023558,128.463414975397
969,경상북도,지보119안전센터,경상북도 예천군 지보면 지보로 247,054-653-3119,054-652-0119,36.5385408081694,128.382810817091
970,경상북도,북면119안전센터,경상북도 울진군 북면 장터길 69,054-780-1450,054-783-1453,37.1027301851346,129.375217125764
971,경상북도,온정119안전센터,경상북도 울진군 온정면 백암온천로 1315,054-780-1431,054-787-7229,36.721141409695,129.347544756163
972,경상북도,울진119안전센터,경상북도 울진군 울진읍 울진북로 508,054-780-1401,054-780-1409,36.9934246949283,129.39460618325
973,경상북도,죽변119안전센터,경상북도 울진군 죽변면 하죽로 1841,054-780-1411,054-782-1774,37.0548287615873,129.412520751642
974,경상북도,후포119안전센터,경상북도 울진군 후포면 실배길 28-1,054-780-1423,054-780-1460,36.6891566680962,129.445222735434
975,경상북도,봉양119안전센터,경상북도 의성군 봉양면 경북대로 4741,054-834-7801,054-830-7809,36.310464902235,128.598674518672
976,경상북도,안계119안전센터,경상북도 의성군 안계면 안계길 100,054-861-0119,054-830-7829,36.3827113241952,128.441022523713
977,경상북도,의성119안전센터,경상북도 의성군 의성읍 홍술로 187,054-834-7119,054-832-3119,36.3582669409566,128.699140837471
978,경상북도,금천119안전센터,경상북도 청도군 금천면 청려로 4363,054-370-8324,054-372-6019,35.6900320765226,128.895211087607
979,경상북도,청도119안전센터,경상북도 청도군 청도읍 중앙로 192-34,054-370-8301,054-370-8269,35.6482102092262,128.763171816443
980,경상북도,풍각119안전센터,경상북도 청도군 풍각면 송서로 64,054-370-8311,054-372-7119,35.6388737606515,128.617756696482
981,경상북도,진보119안전센터,경상북도 청송군 진보면 청송로 6346,054-874-5119,054-874-2459,36.5212786477136,129.039583874716
982,경상북도,청송119안전센터,경상북도 청송군 청송읍 굿바들길 19,054-873-1119,054-873-5119,36.421291195268,129.059226948507
983,경상북도,가산119안전센터,경상북도 칠곡군 가산면 다부원1길 57,054-970-2836,054-973-1149,36.0458615506672,128.520497260269
984,경상북도,금산119안전센터,경상북도 칠곡군 왜관읍 공단로 194,054-970-2821,054-971-6119,35.9677825570407,128.417081936691
985,경상북도,동명119안전센터,경상북도 칠곡군 동명면 한티로 216,054-970-2852,054-976-0119,35.9802548771199,128.577233895938
986,경상북도,북삼119안전센터,경상북도 칠곡군 북삼읍 안산2길 46,054-970-2819,054-974-3019,36.0668286359458,128.33737687325
987,경상북도,석적119안전센터,경상북도 칠곡군 석적읍 유학로 140,054-970-2842,054-970-2849,36.0735476071222,128.423801367666
988,경상북도,왜관119안전센터,경상북도 칠곡군 기산면 칠곡대로 1216,054-970-2802,054-970-2809,35.9956400828997,128.388068797121
989,경상북도,지천119안전센터,경상북도 칠곡군 지천면 신동로 85,0549970-2872,054-974-9120,35.9574084924671,128.481921760567
990,경상북도,구룡포119안전센터,경상북도 포항시 남구 구룡포읍 호미로 265,054-288-0951,054-288-0959,35.9910263639309,129.55938889163
991,경상북도,연일119안전센터,경상북도 포항시 남구 연일읍 철강로 10,054-288-0991,054-282-2724,35.9916088024287,129.344154236178
992,경상북도,오천119안전센터,경상북도 포항시 남구 오천읍 해병로 369,054-288-0941,054-288-0949,35.9627731646523,129.409538071515
993,경상북도,울릉119안전센터,경상북도 울릉군 울릉읍 울릉순환로 415,054-288-0961,054-288-0969,37.4842311144687,130.8980995951
994,경상북도,일월119안전센터,경상북도 포항시 남구 동해안로 5890,054-288-0872,054-288-0879,35.9933845880943,129.418921720212
995,경상북도,제철119안전센터,경상북도 포항시 남구 철강로 360,054-288-0921,054-288-0929,35.9784401511501,129.378294484115
996,경상북도,해도119안전센터,경상북도 포항시 남구 중앙로 118,054-288-0918,054-288-0919,36.023615615889,129.368661886355
997,경상북도,효자119안전센터,경상북도 포항시 남구 지곡로212번길 45,054-288-0931,054-288-0939,36.0294554160021,129.325532058198
998,경상북도,기계119안전센터,경상북도 포항시 북구 기계면 기계로 371,054-260-2462,054-243-1119,36.0849257615202,129.182093586918
999,경상북도,덕산119안전센터,경상북도 포항시 북구 중앙로 332,054-260-2403,054-260-2409,36.0425165178792,129.36612464594
1000,경상북도,두호119안전센터,경상북도 포항시 북구 삼호로 505,054-260-2412,054-255-2119,36.0727734010668,129.39797193314
1001,경상북도,장량119안전센터,경상북도 포항시 북구 법원로 158,054-260-2432,054-243-3119,36.0887462293004,129.387693096853
1002,경상북도,청하119안전센터,경상북도 포항시 북구 청하면 청하로 267,054-260-2472,054-232-6861,36.2027713120305,129.342526266012
1003,경상북도,흥해119안전센터,경상북도 포항시 북구 흥해읍 중성로 67,054-260-2422,054-251-0119,36.1091931901664,129.350482936048
1004,경상남도,거제119안전센터,경남 거제시 거제면 거제남서로 3429,055-689-9400,055-689-9409,34.8472630134501,128.589034461202
1005,경상남도,남부119안전센터,경남 거제시 남부면 저구해안길16,055-689-9420,055-689-9429,34.7350454528036,128.606705929445
1006,경상남도,사등119안전센터,경남 거제시 사등면 덕호해안길 63,055-689-9420,055-689-9439,34.8795344802885,128.476433639318
1007,경상남도,신현119안전센터, 경남 거제시 계룡로 52,055-689-9380,055-689-9389,34.8757913527256,128.626860019633
1008,경상남도,연초119안전센터,경남 거제시 연초면 거제북로1,055-689-9410,055-689-9419,34.9122812136454,128.652641092733
1009,경상남도,옥포119안전센터,경남 거제시 진목로 1,055-689-9361,055-689-9369,34.8961398353134,128.686169060831
1010,경상남도,장승포119안전센터,경남 거제시 능포로 77,055-689-9370,055-689-9379,34.8715094783023,128.729100303181
1011,경상남도,가조119안전센터,경남 거창군 가조면 마상3길 32,055-940-9381,055-940-9389,35.7115185185747,128.016500308856
1012,경상남도,대평119안전센터,경남 거창군 거창읍 거함대로 3324,055-940-9361,055-940-9369,35.6776118549455,127.923453467851
1013,경상남도,위천119안전센터,경남 거창군 위천면 원학길 321,055-940-9371,055-940-9379,35.7492412117349,127.832688102424
1014,경상남도,거류119안전센터,경남 고성군 봉암1길 9,055-670-9341,055-670-9349,35.0011933577984,128.402900457812
1015,경상남도,고성119안전센터,경남 고성군 남해안대로 2670,055-670-9316,055-670-9319,34.981132312851,128.330592349279
1016,경상남도,회화119안전센터,경남 고성군 영회로 2211,055-670-9321,055-670-9329,35.058779390178,128.366582028041
1017,경상남도,내외119안전센터,김해시 내외로 77,055-320-9381,055-320-9389,35.2349618645055,128.865503374838
1018,경상남도,대동119안전센터,김해시 대동면 동남로 41번길 19,055-320-9421,055-320-9429,35.2353941111661,128.993209113966
1019,경상남도,동상119안전센터,김해시 구지로 179,055-320-9371,055-320-9379,35.2388518764646,128.882867252074
1020,경상남도,북부119안전센터,김해시 해반천로 166,055-320-9411,055-320-9419,35.2629272517379,128.867607201053
1021,경상남도,삼정119안전센터,김해시 김해대로 2507,055-320-9361,055-320-9369,35.2285973748818,128.90139721989
1022,경상남도,상동119안전센터,김해시 상동면 상동로 637,055-320-9391,055-320-9399,35.3120169445789,128.93786890438
1023,경상남도,생림119안전센터,김해시 생림면 봉림로 106,055-320-9401,055-320-9409,35.3337230054088,128.847321467808
1024,경상남도,율하119안전센터,김해시 율하4로 112,055-344-9421,055-344-9429,35.17638056175,128.823749217794
1025,경상남도,장유119안전센터,김해시 번화2로 12,055-344-9361,055-344-9369,35.1901911524639,128.806265511633
1026,경상남도,주촌119안전센터,김해시 주촌면 주선로 29,055-344-9391,055-344-9399,35.2349863962381,128.8454266139
1027,경상남도,진례119안전센터,김해시 진례면 서부로 730,055-344-9373,055-344-9379,35.2379529418178,128.755134346813
1028,경상남도,진영119안전센터,김해시 진영읍 장등로 4,055-344-9381,055-344-9389,35.3066384048935,128.735351270333
1029,경상남도,한림119안전센터,김해시 한림면 한림로 401번길 50,055-344-9413,055-344-9419,35.323250599869,128.800390549518
1030,경상남도,남해119안전센터,경남 남해군 남해읍 스포츠로 81,055-860-9360,055-860-9369,34.8295889565565,127.892687672548
1031,경상남도,미조119안전센터,경남 남해군 미송로486번길 1,055-860-9330,055-860-9339,,
1032,경상남도,삼동119안전센터, 경남 남해군 삼동면 동부대로 1795,055-860-9370,055-860-9379,34.829655861184,128.006133146284
1033,경상남도,가곡119안전센터,경상남도 밀양시 용두로 5,055-350-9370,055-350-9379,35.4785888844849,128.764787272186
1034,경상남도,교동119안전센터,경상남도 밀양시 밀양대공원로 66,055-350-9360,055-350-9369,35.4998796127552,128.758719078871
1035,경상남도,무안119안전센터,경상남도 밀양시 무안면 사명로 541,055-350-9410,055-350-9419,35.4731171376245,128.652400129414
1036,경상남도,산동119안전센터,경상남도 밀양시 산외면 단산길 2,055-350-9400,055-350-9409,35.5106523127115,128.839801063584
1037,경상남도,삼랑진119안전센터,경상남도 밀양시 삼랑진읍 삼랑진로 16-5,055-350-9390,055-350-9399,35.3838297352435,128.822692434821
1038,경상남도,하남119안전센터,경상남도 밀양시 하남읍 명례로 108,055-350-9380,055-350-9389,35.3684259132007,128.733157919494
1039,경상남도,곤양119안전센터,경남 사천시 곤양면 곤북로 64,055-830-9430,055-830-9439,35.0555262065095,127.954291216341
1040,경상남도,사남119안전센터,경남 사천시 사남면 공단2로 53,055-830-9410,055-830-9419,35.0638939781766,128.067095039812
1041,경상남도,사천119안전센터,경남 사천시 무산로 21,055-830-9420,055-830-9429,35.0876714418732,128.087711002488
1042,경상남도,삼천포119안전센터,경남 사천시 동금로 51,055-830-9400,055-830-9409,34.9306083363305,128.080813037183
1043,경상남도,단성119안전센터,경남 산청군 단성면 사직단로 447-8,055-970-9321,055-970-9329,35.2978050689945,127.958331211189
1044,경상남도,산청119안전센터,경남 산청군 산청읍 중앙로 76-7,055-970-9311,055-970-9319,35.415243276797,127.883456642555
1045,경상남도,물금119안전센터,양산시 물금읍 물금리 800-8,055-379-9461,055-379-9469,35.3099511028754,128.987692714974
1046,경상남도,범어119안전센터,경남 양산시 황산로 719,055-379-9361,055-379-9369,35.334037727195,129.010028157045
1047,경상남도,상북119안전센터,경남 양산시 상북면 석계로 37,055-379-9421,055-379-9429,35.4148702810707,129.064796864001
1048,경상남도,웅상119안전센터,경남 양산시 웅상대로 1120,055-379-9381,055-379-9389,35.3979832008003,129.162494405163
1049,경상남도,중부119안전센터,경남 양산시 양산역6길 27,055-379-9331,055-379-9339,35.3372792114876,129.028978507164
1050,경상남도,중앙119안전센터,경남 양산시 신기로 13,055-379-9371,055-379-9379,35.3521171141371,129.042448805706
1051,경상남도,평산119안전센터,경남 양산시 내연4길 9,055-379-9321,055-379-9329,35.375022332193,129.146844596229
1052,경상남도,하북119안전센터,경남 양산시 양산대로 2255-38,055-379-9391,055-379-9399,35.4631404563117,129.080179007249
1053,경상남도,부림119안전센터,경남 의령군 부림면 대한로 1666,055-570-9324,055-570-9329,35.4637115247197,128.314713909678
1054,경상남도,의령119안전센터,경남 의령군 의령읍 의병로 108-17,055-570-9316,055-570-9319,35.3195841685313,128.248332211555
1055,경상남도,정곡119안전센터,경남 의령군 정곡면 의합대로 984-12,055-570-9332,055-570-9339,35.3740248114233,128.327072869723
1056,경상남도,금산119안전센터,경남 진주시 송백로 477,055-760-9440,055-760-9449,35.2117009521717,128.133880030427
1057,경상남도,문산119안전센터,경남 진주시 문산읍 월아산로 979,055-760-9400,055-760-9409,35.1587789377568,128.163599098012
1058,경상남도,상대119안전센터,경남 진주시 동진로 249,055-760-9361,055-760-9369,35.180370199356,128.11847357055
1059,경상남도,정촌119안전센터,경남 진주시 뿌리산단로 2,055-760-9450,055-760-9459,35.1162336109973,128.10127359738
1060,경상남도,중앙119안전센터,경남 진주시 북장대로64번길 14,055-760-9370,055-760-9379,35.1958940138334,128.074566128619
1061,경상남도,천전119안전센터,경남 진주시 강남로167번길 16,055-760-9380,055-760-9389,35.1828547887809,128.094085495375
1062,경상남도,평거119안전센터,경남 진주시 순환로 565,055-760-9390,055-760-9399,35.1741132059132,128.058798697476
1063,경상남도,남지119안전센터,경남 창녕군 남지읍 동포로 64,055-259-9371,055-259-9379,35.3949422043418,128.480909566495
1064,경상남도,부곡119안전센터,경남 창녕군 부곡면 원앙로 184,055-259-9381,055-259-9389,35.4377281701604,128.588610184614
1065,경상남도,영산119안전센터,경남 창녕군 영산면 영산장마로 697,055-259-9331,055-259-9339,35.4593260794587,128.52053963094
1066,경상남도,창녕119안전센터,경남 창녕군 대지면 우포2로 1097,055-259-9361,055-259-9369,35.5504486992367,128.479127234115
1067,경상남도,도남119안전센터,통영시 도남로 257,055-640-9386,055-640-9389,34.8283404402397,128.432251534339
1068,경상남도,무전119안전센터,통영시 원문로 71,055-640-9427,055-640-9429,34.8592214038445,128.420783210241
1069,경상남도,서호119안전센터,통영시 중앙로 91-8,055-640-9374,055-640-9379,34.8423257776429,128.419228556277
1070,경상남도,죽림119안전센터,경남 통영시 광도면 죽림4로 49,055-640-9365,055-640-9369,34.883549411227,128.418965651501
1071,경상남도,금성119안전센터,하동군 금성면 금성로 15,055-880-9321,055-880-9329,34.9778646913259,127.795620387964
1072,경상남도,진교119안전센터,하동군 진교면 진양로 27,055-880-9375,055-880-9379,35.0252394231536,127.901307860687
1073,경상남도,하동119안전센터,하동군 적량면 공설운동장로 169,055-880-9365,055-880-9369,35.0622707196415,127.774331832159
1074,경상남도,화개119안전센터,하동군 화개면 쌍계로 58,055-880-9336,055-880-9339,35.1916621428994,127.626804954252
1075,경상남도,가야119안전센터,경남 함안군 가야읍 선왕길 59,055-580-9300,055-580-9309,35.2862017245989,128.399985659108
1076,경상남도,군북119안전센터,경남 함안군 군북면 함마대로 760,055-580-9340,055-580-9349,35.2645620634309,128.343283275395
1077,경상남도,칠원119안전센터,경남 함안군 칠원읍 용산2길 121,055-580-9330,055-580-9339,35.3118364519425,128.513848003021
1078,경상남도,안의119안전센터,경남 함양군 금성길 19,055-960-9322,055-960-9329,35.629164645639,127.810365352407
1079,경상남도,함양119안전센터,경남 함양군 고운로 161-41,055-960-9314,055-960-9319,35.5238719717453,127.742029646764
1080,경상남도,북부119안전센터,경남 합천군 야로면 월광 2길 5,055-930-9357,055-930-9359,35.734286624858,128.156690156773
